學年度,學校,校系代碼,校系名稱,是否外加,招生名額,錄取人數,第一輪錄取人數,第一輪在校排名%,第二輪錄取人數,第二輪在校排名%,國文檢定,英文檢定,數A檢定,數B檢定,社會檢定,自然檢定,英聽檢定,比序
113,國立臺灣師範大學,00212,地理學系【外加】,True,1,0.0,,,,,前標,前標,,均標,前標,,,
113,國立臺灣師範大學,00213,臺灣語文學系,False,3,1.0,1.0,4.0,,,前標,前標,,,前標,,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}]"
113,國立臺灣師範大學,00214,華語文教學系應用華語文學組,False,8,8.0,8.0,3.0,,,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}, {'name': '學測國英', 'r1': '21', 'r2': None}, {'name': '學測英文', 'r1': '9', 'r2': None}, {'name': '學測國文', 'r1': '12', 'r2': None}, {'name': '英語文學業', 'r1': '2%', 'r2': None}, {'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立臺灣師範大學,00214,華語文教學系應用華語文學組【外加】,True,1,1.0,1.0,2.0,,,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}, {'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立臺灣師範大學,00215,東亞學系,False,10,10.0,10.0,7.0,,,均標,前標,,均標,均標,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}, {'name': '學測國英數B社', 'r1': '50', 'r2': None}, {'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立臺灣師範大學,00215,東亞學系【外加】,True,1,1.0,1.0,7.0,,,均標,前標,,均標,均標,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立臺灣師範大學,00216,企業管理學系,False,8,8.0,8.0,3.0,,,均標,均標,均標,前標,,,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}]"
113,國立臺灣師範大學,00217,學習科學學士學位學程,False,4,4.0,4.0,3.0,,,均標,均標,均標,,,,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}, {'name': '學測數A', 'r1': '12', 'r2': None}, {'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,國立臺灣師範大學,00218,數學系,False,14,14.0,14.0,17.0,,,,均標,前標,,,均標,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}, {'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立臺灣師範大學,00219,物理學系,False,12,12.0,12.0,6.0,,,均標,均標,前標,,,均標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '在校學業', 'r1': '14%', 'r2': '16%'}]"
113,國立臺灣師範大學,00220,化學系,False,12,10.0,4.0,14.0,6.0,16.0,均標,均標,前標,,,頂標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '16%'}]"
113,國立臺灣師範大學,00221,地球科學系,False,16,16.0,16.0,17.0,,,,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '17%', 'r2': None}]"
113,國立臺灣師範大學,00221,地球科學系【外加】,True,2,0.0,,,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立臺灣師範大學,00222,資訊工程學系,False,7,7.0,7.0,7.0,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}, {'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立臺灣師範大學,00223,工業教育學系,False,4,4.0,4.0,6.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '學測英文', 'r1': '11', 'r2': None}, {'name': '在校學業', 'r1': '18%', 'r2': '6%'}]"
113,國立臺灣師範大學,00224,科技應用與人力資源發展學系,False,11,11.0,9.0,18.0,2.0,6.0,,均標,前標,,,均標,,"[{'name': '在校學業', 'r1': '18%', 'r2': '6%'}]"
113,國立臺灣師範大學,00224,科技應用與人力資源發展學系【外加】,True,1,0.0,,,,,,均標,前標,,,均標,,
113,國立臺灣師範大學,00225,圖文傳播學系,False,5,5.0,5.0,4.0,,,均標,均標,均標,,,,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}, {'name': '在校學業', 'r1': '3%', 'r2': None}]"
113,國立臺灣師範大學,00226,機電工程學系,False,6,6.0,6.0,3.0,,,均標,均標,前標,,,均標,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}, {'name': '學測國英數A自', 'r1': '46', 'r2': None}]"
113,國立臺灣師範大學,00226,機電工程學系【外加】,True,2,0.0,,,,,均標,均標,前標,,,均標,,"[{'name': '在校學業', 'r1': '2%', 'r2': None}]"
113,國立臺灣師範大學,00227,電機工程學系,False,6,6.0,6.0,2.0,,,,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '2%', 'r2': None}, {'name': '學測數A', 'r1': '11', 'r2': None}]"
113,國立臺灣師範大學,00228,車輛與能源工程學士學位學程,False,1,1.0,1.0,18.0,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '18%', 'r2': None}]"
113,國立臺灣師範大學,00229,光電工程學士學位學程,False,3,3.0,3.0,12.0,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '12%', 'r2': None}]"
113,國立臺灣師範大學,00229,光電工程學士學位學程【外加】,True,2,0.0,,,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}]"
113,國立臺灣師範大學,00230,設計學系產品設計組,False,3,3.0,3.0,4.0,,,均標,均標,,均標,,,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}, {'name': '在校學業', 'r1': None, 'r2': '18%'}]"
113,國立臺灣師範大學,00231,健康促進與衛生教育學系,False,12,6.0,,,6.0,18.0,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': None, 'r2': '18%'}]"
113,國立臺灣師範大學,00231,健康促進與衛生教育學系【外加】,True,1,0.0,,,,,均標,均標,均標,,,均標,,
113,國立臺灣師範大學,00232,營養科學學士學位學程,False,7,7.0,2.0,9.0,5.0,12.0,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '9%', 'r2': '12%'}, {'name': '在校學業', 'r1': '13%', 'r2': None}]"
113,國立臺灣師範大學,00232,營養科學學士學位學程【外加】,True,1,1.0,1.0,13.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '13%', 'r2': None}, {'name': '在校學業', 'r1': None, 'r2': '17%'}]"
113,國立臺灣師範大學,00233,生命科學系,False,9,5.0,,,5.0,17.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '17%'}, {'name': '在校學業', 'r1': '1%', 'r2': None}]"
113,國立臺灣師範大學,00234,設計學系視覺設計組,False,2,2.0,2.0,1.0,,,均標,均標,,,,,,"[{'name': '在校學業', 'r1': '1%', 'r2': None}]"
113,國立臺灣師範大學,00235,美術學系繪畫組,False,2,1.0,1.0,1.0,,,前標,前標,,,,,,"[{'name': '在校學業', 'r1': '1%', 'r2': None}]"
113,國立臺灣師範大學,00236,美術學系水墨畫組,False,2,1.0,1.0,7.0,,,前標,前標,,,,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}, {'name': '在校學業', 'r1': '1%', 'r2': None}]"
113,國立臺灣師範大學,00237,體育與運動科學系,False,3,3.0,3.0,1.0,,,後標,後標,,,後標,後標,,"[{'name': '在校學業', 'r1': '1%', 'r2': None}]"
113,國立中興大學,00301,中國文學系,False,4,4.0,3.0,22.0,1.0,10.0,前標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '22%', 'r2': '10%'}, {'name': '在校學業', 'r1': '25%', 'r2': None}]"
113,國立中興大學,00301,中國文學系【外加】,True,2,1.0,1.0,25.0,,,前標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '25%', 'r2': None}, {'name': '在校學業', 'r1': '18%', 'r2': None}]"
113,國立中興大學,00302,外國語文學系,False,13,13.0,13.0,18.0,,,均標,前標,,,均標,,A級,"[{'name': '在校學業', 'r1': '18%', 'r2': None}]"
113,國立中興大學,00302,外國語文學系【外加】,True,2,0.0,,,,,均標,前標,,,均標,,A級,
113,國立中興大學,00303,歷史學系,False,10,10.0,7.0,27.0,3.0,5.0,前標,,,,前標,,A級,"[{'name': '在校學業', 'r1': '27%', 'r2': '5%'}]"
113,國立中興大學,00303,歷史學系【外加】,True,2,1.0,1.0,28.0,,,前標,,,,前標,,,"[{'name': '在校學業', 'r1': '28%', 'r2': None}, {'name': '在校學業', 'r1': '8%', 'r2': '12%'}]"
113,國立中興大學,00304,台灣人文創新學士學位學程,False,3,3.0,2.0,8.0,1.0,12.0,前標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '8%', 'r2': '12%'}, {'name': '學測國文', 'r1': None, 'r2': '13'}, {'name': '學測英文', 'r1': None, 'r2': '12'}]"
113,國立中興大學,00304,台灣人文創新學士學位學程【外加】,True,1,0.0,,,,,前標,均標,,,均標,,,"[{'name': '在校學業', 'r1': '27%', 'r2': '10%'}]"
113,國立中興大學,00305,財務金融學系,False,10,10.0,7.0,27.0,3.0,10.0,均標,前標,前標,,,,,"[{'name': '在校學業', 'r1': '27%', 'r2': '10%'}]"
113,國立中興大學,00305,財務金融學系【外加】,True,2,0.0,,,,,均標,前標,前標,,,,,
113,國立中興大學,00306,企業管理學系,False,16,16.0,14.0,29.0,2.0,11.0,均標,前標,,前標,,,,"[{'name': '在校學業', 'r1': '29%', 'r2': '11%'}]"
113,國立中興大學,00306,企業管理學系【外加】,True,2,0.0,,,,,均標,前標,,前標,,,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,國立中興大學,00307,會計學系,False,10,10.0,10.0,5.0,,,均標,前標,均標,,,,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}, {'name': '學測數A', 'r1': '8', 'r2': None}, {'name': '學測英文', 'r1': '13', 'r2': None}]"
113,國立中興大學,00307,會計學系【外加】,True,2,0.0,,,,,均標,前標,均標,,,,,
113,國立中興大學,00308,行銷學系,False,7,7.0,7.0,6.0,,,前標,前標,均標,前標,,,B級,"[{'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '學測國文', 'r1': '14', 'r2': None}]"
113,國立中興大學,00308,行銷學系【外加】,True,2,0.0,,,,,前標,前標,均標,前標,,,B級,"[{'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立中興大學,00309,應用經濟學系,False,10,10.0,10.0,6.0,,,均標,均標,均標,,,,B級,"[{'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立中興大學,00309,應用經濟學系【外加】,True,2,0.0,,,,,均標,均標,均標,,,,,"[{'name': '在校學業', 'r1': '2%', 'r2': None}]"
113,國立中興大學,00310,法律學系,False,6,6.0,6.0,2.0,,,均標,均標,,均標,前標,,,"[{'name': '在校學業', 'r1': '2%', 'r2': None}, {'name': '學測國英數B社', 'r1': '43', 'r2': None}]"
113,國立中興大學,00310,法律學系【外加】,True,1,1.0,1.0,5.0,,,均標,均標,,均標,前標,,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,國立中興大學,00311,資訊管理學系,False,1,1.0,1.0,23.0,,,均標,前標,前標,,,均標,,"[{'name': '在校學業', 'r1': '23%', 'r2': None}]"
113,國立中興大學,00311,資訊管理學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,均標,,"[{'name': '在校學業', 'r1': '12%', 'r2': '25%'}]"
113,國立中興大學,00312,化學系,False,8,7.0,1.0,12.0,6.0,25.0,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '12%', 'r2': '25%'}]"
113,國立中興大學,00312,化學系【外加】,True,2,0.0,,,,,前標,前標,前標,,,前標,,
113,國立中興大學,00313,物理學系一般物理組,False,4,4.0,4.0,11.0,,,,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '11%', 'r2': None}]"
113,國立中興大學,00313,物理學系一般物理組【外加】,True,1,0.0,,,,,,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}]"
113,國立中興大學,00314,物理學系光電物理組,False,3,3.0,3.0,4.0,,,,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}, {'name': '學測數A', 'r1': '11', 'r2': None}, {'name': '學測英文', 'r1': '9', 'r2': None}]"
113,國立中興大學,00314,物理學系光電物理組【外加】,True,1,0.0,,,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '9%', 'r2': '12%'}]"
113,國立中興大學,00315,應用數學系應用數學組,False,4,4.0,2.0,9.0,2.0,12.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '9%', 'r2': '12%'}]"
113,國立中興大學,00315,應用數學系應用數學組【外加】,True,2,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中興大學,00316,應用數學系數據科學與計算組,False,4,4.0,,,4.0,11.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '11%'}]"
113,國立中興大學,00316,應用數學系數據科學與計算組【外加】,True,2,0.0,,,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '23%', 'r2': '10%'}]"
113,國立中興大學,00317,機械工程學系,False,14,14.0,7.0,23.0,7.0,10.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '23%', 'r2': '10%'}]"
113,國立中興大學,00317,機械工程學系【外加】,True,2,0.0,,,,,均標,均標,前標,,,前標,,
113,國立中興大學,00318,土木工程學系,False,19,10.0,,,10.0,24.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '24%'}]"
113,國立中興大學,00318,土木工程學系【外加】,True,2,0.0,,,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '18%', 'r2': '8%'}]"
113,國立中興大學,00319,環境工程學系,False,20,20.0,16.0,18.0,4.0,8.0,均標,均標,均標,,,前標,,"[{'name': '在校學業', 'r1': '18%', 'r2': '8%'}, {'name': '學測數A', 'r1': None, 'r2': '9'}]"
113,國立中興大學,00319,環境工程學系【外加】,True,2,0.0,,,,,均標,均標,均標,,,前標,,"[{'name': '在校學業', 'r1': '25%', 'r2': '9%'}]"
113,國立中興大學,00320,化學工程學系,False,8,8.0,5.0,25.0,3.0,9.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '25%', 'r2': '9%'}]"
113,國立中興大學,00320,化學工程學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,前標,,
113,國立中興大學,00321,材料科學與工程學系,False,12,12.0,8.0,21.0,4.0,10.0,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '21%', 'r2': '10%'}]"
113,國立中興大學,00321,材料科學與工程學系【外加】,True,2,0.0,,,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}]"
113,國立中興大學,00322,智慧創意工程學士學位學程,False,2,2.0,2.0,4.0,,,均標,前標,前標,,,均標,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}, {'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,國立中興大學,00323,電機工程學系,False,15,15.0,15.0,5.0,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '5%', 'r2': None}, {'name': '學測數A', 'r1': '10', 'r2': None}, {'name': '學測自然', 'r1': '13', 'r2': None}, {'name': '學測英文', 'r1': '14', 'r2': None}]"
113,國立中興大學,00323,電機工程學系【外加】,True,2,0.0,,,,,均標,前標,前標,,,前標,,
113,國立中興大學,00324,資訊工程學系,False,8,8.0,8.0,7.0,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立中興大學,00324,資訊工程學系【外加】,True,1,0.0,,,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '15%', 'r2': None}]"
113,國立中興大學,00325,電機資訊學院學士班,False,7,7.0,7.0,15.0,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '15%', 'r2': None}, {'name': '在校學業', 'r1': '4%', 'r2': None}]"
113,國立中興大學,00326,生物產業機電工程學系,False,9,9.0,9.0,4.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '4%', 'r2': None}, {'name': '學測數A', 'r1': '9', 'r2': None}, {'name': '學測自然', 'r1': '12', 'r2': None}]"
113,國立中興大學,00326,生物產業機電工程學系【外加】,True,2,0.0,,,,,均標,均標,均標,,,均標,,
113,國立中興大學,00327,水土保持學系,False,9,1.0,,,1.0,9.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '9%'}]"
113,國立中興大學,00327,水土保持學系【外加】,True,2,0.0,,,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '5%', 'r2': '25%'}]"
113,國立中興大學,00328,食品暨應用生物科技學系,False,10,2.0,1.0,5.0,1.0,25.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '5%', 'r2': '25%'}]"
113,國立中興大學,00328,食品暨應用生物科技學系【外加】,True,2,0.0,,,,,均標,前標,前標,,,前標,,
113,國立中興大學,00329,農藝學系,False,8,8.0,6.0,24.0,2.0,6.0,均標,均標,均標,均標,,均標,,"[{'name': '在校學業', 'r1': '24%', 'r2': '6%'}, {'name': '學測英文', 'r1': None, 'r2': '12'}]"
113,國立中興大學,00329,農藝學系【外加】,True,2,0.0,,,,,均標,均標,均標,均標,,均標,,"[{'name': '在校學業', 'r1': '19%', 'r2': None}]"
113,國立中興大學,00330,園藝學系,False,8,8.0,8.0,19.0,,,均標,均標,,均標,,均標,B級,"[{'name': '在校學業', 'r1': '19%', 'r2': None}]"
113,國立中興大學,00330,園藝學系【外加】,True,2,0.0,,,,,均標,均標,,均標,,均標,B級,"[{'name': '在校學業', 'r1': '10%', 'r2': '8%'}]"
113,國立中興大學,00331,森林學系林學組,False,10,10.0,4.0,10.0,6.0,8.0,均標,均標,,均標,,均標,B級,"[{'name': '在校學業', 'r1': '10%', 'r2': '8%'}, {'name': '學測自然', 'r1': None, 'r2': '11'}, {'name': '學測數B', 'r1': None, 'r2': '9'}]"
113,國立中興大學,00331,森林學系林學組【外加】,True,1,0.0,,,,,均標,均標,,均標,,均標,,
113,國立中興大學,00332,森林學系木材科學組,False,10,10.0,9.0,28.0,1.0,3.0,均標,均標,,均標,,均標,,"[{'name': '在校學業', 'r1': '28%', 'r2': '3%'}]"
113,國立中興大學,00332,森林學系木材科學組【外加】,True,1,0.0,,,,,均標,均標,,均標,,均標,,"[{'name': '在校學業', 'r1': '19%', 'r2': '11%'}]"
113,國立中興大學,00333,植物病理學系,False,8,8.0,3.0,19.0,5.0,11.0,均標,均標,均標,,,前標,,"[{'name': '在校學業', 'r1': '19%', 'r2': '11%'}, {'name': '學測自然', 'r1': None, 'r2': '13'}]"
113,國立中興大學,00333,植物病理學系【外加】,True,2,0.0,,,,,均標,均標,均標,,,前標,,
113,國立中興大學,00334,昆蟲學系,False,5,3.0,,,3.0,18.0,均標,前標,均標,均標,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '18%'}]"
113,國立中興大學,00334,昆蟲學系【外加】,True,2,0.0,,,,,均標,前標,均標,均標,,前標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '20%'}]"
113,國立中興大學,00335,動物科學系,False,15,15.0,5.0,14.0,10.0,20.0,均標,均標,均標,,,前標,B級,"[{'name': '在校學業', 'r1': '14%', 'r2': '20%'}]"
113,國立中興大學,00335,動物科學系【外加】,True,2,0.0,,,,,均標,均標,均標,,,前標,B級,"[{'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,國立中興大學,00336,土壤環境科學系,False,7,7.0,7.0,5.0,,,,均標,均標,均標,,均標,B級,"[{'name': '在校學業', 'r1': '5%', 'r2': None}]"
113,國立中興大學,00336,土壤環境科學系【外加】,True,2,0.0,,,,,,均標,均標,均標,,均標,,
113,國立中興大學,00337,生物科技學士學位學程,False,4,4.0,2.0,8.0,2.0,7.0,均標,前標,均標,,,前標,,"[{'name': '在校學業', 'r1': '8%', 'r2': '7%'}]"
113,國立中興大學,00337,生物科技學士學位學程【外加】,True,1,0.0,,,,,均標,前標,均標,,,前標,,"[{'name': '在校學業', 'r1': '22%', 'r2': None}]"
113,國立中興大學,00338,景觀與遊憩學士學位學程,False,3,3.0,3.0,22.0,,,均標,均標,均標,均標,,均標,,"[{'name': '在校學業', 'r1': '22%', 'r2': None}, {'name': '學測英文', 'r1': '12', 'r2': None}]"
113,國立中興大學,00338,景觀與遊憩學士學位學程【外加】,True,1,0.0,,,,,均標,均標,均標,均標,,均標,,
113,國立中興大學,00339,國際農企業學士學位學程,False,1,1.0,1.0,9.0,,,,前標,均標,,,均標,,"[{'name': '在校學業', 'r1': '9%', 'r2': None}]"
113,國立中興大學,00339,國際農企業學士學位學程【外加】,True,1,0.0,,,,,,前標,均標,,,均標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '22%'}]"
113,國立中興大學,00340,生命科學系,False,20,20.0,9.0,14.0,11.0,22.0,,前標,均標,,,前標,,"[{'name': '在校學業', 'r1': '14%', 'r2': '22%'}]"
113,國立中興大學,00340,生命科學系【外加】,True,2,0.0,,,,,均標,前標,均標,,,前標,,"[{'name': '在校學業', 'r1': '2%', 'r2': None}]"
113,國立中興大學,00341,獸醫學系,False,9,9.0,9.0,2.0,,,均標,前標,均標,,,前標,B級,"[{'name': '在校學業', 'r1': '2%', 'r2': None}, {'name': '學測英文', 'r1': '13', 'r2': None}]"
113,國立成功大學,00401,中國文學系,False,8,8.0,7.0,16.0,1.0,1.0,頂標,均標,,,前標,,,"[{'name': '在校學業', 'r1': '16%', 'r2': '1%'}, {'name': '在校學業', 'r1': '11%', 'r2': '4%'}]"
113,國立成功大學,00402,外國語文學系,False,7,7.0,4.0,11.0,3.0,4.0,前標,頂標,,均標,均標,,A級,"[{'name': '在校學業', 'r1': '11%', 'r2': '4%'}, {'name': '在校學業', 'r1': None, 'r2': '6%'}]"
113,國立成功大學,00403,歷史學系,False,8,8.0,,,8.0,6.0,前標,前標,,均標,前標,,A級,"[{'name': '在校學業', 'r1': None, 'r2': '6%'}, {'name': '學測社會', 'r1': None, 'r2': '15'}]"
113,國立成功大學,00403,歷史學系【外加】,True,1,0.0,,,,,前標,前標,,均標,前標,,,
113,國立成功大學,00404,台灣文學系,False,8,8.0,1.0,17.0,7.0,9.0,前標,前標,,均標,前標,,,"[{'name': '在校學業', 'r1': '17%', 'r2': '9%'}, {'name': '歷史學業', 'r1': None, 'r2': '14%'}]"
113,國立成功大學,00405,企業管理學系,False,10,10.0,10.0,6.0,,,均標,前標,,均標,,,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}, {'name': '在校學業', 'r1': '7%', 'r2': None}]"
113,國立成功大學,00406,會計學系,False,8,8.0,8.0,7.0,,,均標,前標,均標,前標,均標,,,"[{'name': '在校學業', 'r1': '7%', 'r2': None}, {'name': '學測國英社', 'r1': '40', 'r2': None}]"
113,國立成功大學,00406,會計學系【外加】,True,1,0.0,,,,,均標,前標,均標,前標,均標,,,"[{'name': '在校學業', 'r1': '18%', 'r2': '4%'}]"
113,國立成功大學,00407,政治學系,False,9,9.0,4.0,18.0,5.0,4.0,前標,前標,均標,均標,前標,,,"[{'name': '在校學業', 'r1': '18%', 'r2': '4%'}, {'name': '學測英文', 'r1': None, 'r2': '12'}]"
113,國立成功大學,00408,經濟學系,False,12,12.0,7.0,17.0,5.0,7.0,前標,均標,前標,,均標,,,"[{'name': '在校學業', 'r1': '17%', 'r2': '7%'}, {'name': '學測數A', 'r1': None, 'r2': '11'}, {'name': '學測英文', 'r1': None, 'r2': '14'}]"
113,國立成功大學,00408,經濟學系【外加】,True,2,0.0,,,,,前標,均標,前標,,均標,,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}]"
113,國立成功大學,00409,法律學系,False,7,7.0,7.0,3.0,,,頂標,頂標,,均標,均標,,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}]"
113,國立成功大學,00409,法律學系【外加】,True,2,0.0,,,,,頂標,頂標,,均標,均標,,,
113,國立成功大學,00410,數學系,False,8,0.0,,,,,均標,前標,頂標,,,前標,,
113,國立成功大學,00411,物理學系,False,6,6.0,6.0,1.0,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '1%', 'r2': None}, {'name': '學測國英數A自', 'r1': '46', 'r2': None}]"
113,國立成功大學,00411,物理學系【外加】,True,1,0.0,,,,,均標,均標,均標,,,均標,,"[{'name': '在校學業', 'r1': '2%', 'r2': '3%'}]"
113,國立成功大學,00412,化學系,False,8,8.0,4.0,2.0,4.0,3.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '2%', 'r2': '3%'}, {'name': '學測國英數A自', 'r1': None, 'r2': '48'}]"
113,國立成功大學,00412,化學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,前標,,
113,國立成功大學,00413,地球科學系,False,9,0.0,,,,,均標,前標,前標,,,前標,,
113,國立成功大學,00413,地球科學系【外加】,True,1,0.0,,,,,均標,前標,前標,,,前標,,
113,國立成功大學,00414,光電科學與工程學系,False,10,10.0,8.0,6.0,2.0,2.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '6%', 'r2': '2%'}, {'name': '學測國英數A自', 'r1': None, 'r2': '48'}, {'name': '學測自然', 'r1': None, 'r2': '13'}]"
113,國立成功大學,00414,光電科學與工程學系【外加】,True,2,0.0,,,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '16%', 'r2': '4%'}]"
113,國立成功大學,00415,機械工程學系,False,24,24.0,16.0,16.0,8.0,4.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '16%', 'r2': '4%'}, {'name': '學測數A', 'r1': None, 'r2': '12'}, {'name': '學測自然', 'r1': None, 'r2': '14'}, {'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立成功大學,00415,機械工程學系【外加】,True,1,1.0,1.0,6.0,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '6%', 'r2': None}]"
113,國立成功大學,00416,化學工程學系,False,19,19.0,17.0,15.0,2.0,2.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '15%', 'r2': '2%'}, {'name': '學測國英數A自', 'r1': None, 'r2': '51'}]"
113,國立成功大學,00417,材料科學及工程學系,False,17,17.0,17.0,3.0,,,前標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '3%', 'r2': None}, {'name': '學測英數A自', 'r1': '36', 'r2': None}, {'name': '在校學業', 'r1': None, 'r2': '15%'}]"
113,國立成功大學,00418,資源工程學系,False,8,5.0,,,5.0,15.0,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '15%'}]"
113,國立成功大學,00418,資源工程學系【外加】,True,2,0.0,,,,,均標,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '6%', 'r2': '18%'}]"
113,國立成功大學,00419,土木工程學系,False,13,9.0,1.0,6.0,8.0,18.0,,前標,前標,,,前標,,"[{'name': '在校學業', 'r1': '6%', 'r2': '18%'}]"
113,國立成功大學,00419,土木工程學系【外加】,True,1,0.0,,,,,,前標,前標,,,前標,,
113,國立成功大學,00420,水利及海洋工程學系,False,9,9.0,,,9.0,10.0,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': None, 'r2': '10%'}, {'name': '學測國英數A自', 'r1': None, 'r2': '46'}, {'name': '學測數A', 'r1': None, 'r2': '12'}]"
113,國立成功大學,00420,水利及海洋工程學系【外加】,True,2,0.0,,,,,均標,均標,前標,,,前標,,"[{'name': '在校學業', 'r1': '2%', 'r2': None}]"
